CTUID,Neighbourhoods,Metric_Type,Metric_Name,Category,Before_After_Benefit,Value
5350216.00,Stonegate-Queensway,Economic,Job Access,Community and Entertainment,after,162.0
5350217.00,Stonegate-Queensway,Economic,Job Access,Community and Entertainment,after,64.0
5350218.00,Stonegate-Queensway,Economic,Job Access,Community and Entertainment,after,658.0
5350219.00,Stonegate-Queensway,Economic,Job Access,Community and Entertainment,after,436.0
5350220.00,Markland Wood,Economic,Job Access,Community and Entertainment,after,185.0
5350221.01,Markland Wood,Economic,Job Access,Community and Entertainment,after,28.0
5350221.02,Etobicoke West Mall,Economic,Job Access,Community and Entertainment,after,229.0
5350222.01,Islington,Economic,Job Access,Community and Entertainment,after,31.0
5350222.02,Islington,Economic,Job Access,Community and Entertainment,after,61.0
5350223.01,Islington,Economic,Job Access,Community and Entertainment,after,31.0
5350223.02,Islington,Economic,Job Access,Community and Entertainment,after,227.0
5350224.00,Princess-Rosethorn,Economic,Job Access,Community and Entertainment,after,245.0
5350225.01,Islington,Economic,Job Access,Community and Entertainment,after,459.0
5350225.02,Etobicoke City Centre,Economic,Job Access,Community and Entertainment,after,291.0
5350226.00,Kingsway South,Economic,Job Access,Community and Entertainment,after,183.0
5350227.00,Kingsway South,Economic,Job Access,Community and Entertainment,after,1047.0
5350228.00,Kingsway South,Economic,Job Access,Community and Entertainment,after,12.0
5350229.00,Kingsway South,Economic,Job Access,Community and Entertainment,after,298.0
5350230.01,Edenbridge-Humber Valley,Economic,Job Access,Community and Entertainment,after,170.0
5350230.02,Edenbridge-Humber Valley,Economic,Job Access,Community and Entertainment,after,384.0
5350231.00,Edenbridge-Humber Valley,Economic,Job Access,Community and Entertainment,after,563.0
5350232.00,Princess-Rosethorn,Economic,Job Access,Community and Entertainment,after,148.0
5350233.00,Princess-Rosethorn,Economic,Job Access,Community and Entertainment,after,282.0
5350234.00,Eringate-Centennial-West Deane,Economic,Job Access,Community and Entertainment,after,0.0
5350235.01,Eringate-Centennial-West Deane,Economic,Job Access,Community and Entertainment,after,54.0
5350235.02,Eringate-Centennial-West Deane,Economic,Job Access,Community and Entertainment,after,33.0
5350236.01,Etobicoke West Mall,Economic,Job Access,Community and Entertainment,after,29.0
5350237.01,Willowridge-Martingrove-Richview,Economic,Job Access,Community and Entertainment,after,22.0
5350237.02,Willowridge-Martingrove-Richview,Economic,Job Access,Community and Entertainment,after,30.0
5350237.03,Willowridge-Martingrove-Richview,Economic,Job Access,Community and Entertainment,after,26.0
5350238.01,Willowridge-Martingrove-Richview,Economic,Job Access,Community and Entertainment,after,223.0
5350238.02,Kingsview Village-The Westway,Economic,Job Access,Community and Entertainment,after,219.0
5350239.00,Kingsview Village-The Westway,Economic,Job Access,Community and Entertainment,after,45.0
5350240.01,Willowridge-Martingrove-Richview,Economic,Job Access,Community and Entertainment,after,11.0
5350240.02,Humber Heights-Westmount,Economic,Job Access,Community and Entertainment,after,35.0
5350241.00,Humber Heights-Westmount,Economic,Job Access,Community and Entertainment,after,271.0
5350242.00,Humber Heights-Westmount,Economic,Job Access,Community and Entertainment,after,403.0
5350243.01,Kingsview Village-The Westway,Economic,Job Access,Community and Entertainment,after,157.0
5350243.02,Kingsview Village-The Westway,Economic,Job Access,Community and Entertainment,after,21.0
5350244.02,Elms-Old Rexdale,Economic,Job Access,Community and Entertainment,after,99.0
5350245.00,Rexdale-Kipling,Economic,Job Access,Community and Entertainment,after,19.0
5350246.00,Rexdale-Kipling,Economic,Job Access,Community and Entertainment,after,261.0
5350247.02,West Humber-Clairville,Economic,Job Access,Community and Entertainment,after,75.0
5350248.02,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Community and Entertainment,after,199.0
5350248.03,West Humber-Clairville,Economic,Job Access,Community and Entertainment,after,46.0
5350248.04,West Humber-Clairville,Economic,Job Access,Community and Entertainment,after,259.0
5350248.05,West Humber-Clairville,Economic,Job Access,Community and Entertainment,after,150.0
5350249.01,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Community and Entertainment,after,124.0
5350249.03,West Humber-Clairville,Economic,Job Access,Community and Entertainment,after,103.0
5350249.04,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Community and Entertainment,after,130.0
5350249.05,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Community and Entertainment,after,268.0
5350250.01,Thistletown-Beaumond Heights,Economic,Job Access,Community and Entertainment,after,241.0
5350250.02,Thistletown-Beaumond Heights,Economic,Job Access,Community and Entertainment,after,19.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Community and Entertainment,after,130.0
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Community and Entertainment,after,55.0
5350260.01,Flemingdon Park,Economic,Job Access,Community and Entertainment,after,557.0
5350260.04,Flemingdon Park,Economic,Job Access,Community and Entertainment,after,799.0
5350260.05,Flemingdon Park,Economic,Job Access,Community and Entertainment,after,577.0
5350260.06,Flemingdon Park,Economic,Job Access,Community and Entertainment,after,672.0
5350260.07,Victoria Village,Economic,Job Access,Community and Entertainment,after,0.0
5350261.00,Victoria Village,Economic,Job Access,Community and Entertainment,after,141.0
5350262.01,Victoria Village,Economic,Job Access,Community and Entertainment,after,378.0
5350262.02,Victoria Village,Economic,Job Access,Community and Entertainment,after,391.0
5350263.02,Banbury-Don Mills,Economic,Job Access,Community and Entertainment,after,316.0
5350263.03,Banbury-Don Mills,Economic,Job Access,Community and Entertainment,after,596.0
5350263.04,Banbury-Don Mills,Economic,Job Access,Community and Entertainment,after,488.0
5350265.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Community and Entertainment,after,280.0
5350268.00,Banbury-Don Mills,Economic,Job Access,Community and Entertainment,after,509.0
5350269.01,Fenside-Parkwoods,Economic,Job Access,Community and Entertainment,after,778.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Job Access,Community and Entertainment,after,108.0
5350270.01,Fenside-Parkwoods,Economic,Job Access,Community and Entertainment,after,227.0
5350270.02,Parkwoods-O'Connor Hills,Economic,Job Access,Community and Entertainment,after,248.0
5350271.01,Parkwoods-O'Connor Hills,Economic,Job Access,Community and Entertainment,after,377.0
5350271.02,Parkwoods-O'Connor Hills,Economic,Job Access,Community and Entertainment,after,254.0
5350272.01,Fenside-Parkwoods,Economic,Job Access,Community and Entertainment,after,885.0
5350272.02,Fenside-Parkwoods,Economic,Job Access,Community and Entertainment,after,101.0
5350273.01,St.Andrew-Windfields,Economic,Job Access,Community and Entertainment,after,0.0
5350273.02,St.Andrew-Windfields,Economic,Job Access,Community and Entertainment,after,126.0
5350274.01,St.Andrew-Windfields,Economic,Job Access,Community and Entertainment,after,42.0
5350274.02,St.Andrew-Windfields,Economic,Job Access,Community and Entertainment,after,754.0
5350275.00,Bedford Park-Nortown,Economic,Job Access,Community and Entertainment,after,1327.0
5350276.01,Bedford Park-Nortown,Economic,Job Access,Community and Entertainment,after,863.0
5350276.02,Bedford Park-Nortown,Economic,Job Access,Community and Entertainment,after,168.0
5350277.00,Bedford Park-Nortown,Economic,Job Access,Community and Entertainment,after,170.0
5350278.00,Englemount-Lawrence,Economic,Job Access,Community and Entertainment,after,76.0
5350279.01,Yorkdale-Glen Park,Economic,Job Access,Community and Entertainment,after,614.0
5350279.02,Yorkdale-Glen Park,Economic,Job Access,Community and Entertainment,after,383.0
5350280.00,Brookhaven-Amesbury,Economic,Job Access,Community and Entertainment,after,117.0
5350281.01,Brookhaven-Amesbury,Economic,Job Access,Community and Entertainment,after,90.0
5350281.02,Brookhaven-Amesbury,Economic,Job Access,Community and Entertainment,after,31.0
5350282.00,Pelmo Park-Humberlea,Economic,Job Access,Community and Entertainment,after,0.0
5350283.01,Rustic,Economic,Job Access,Community and Entertainment,after,77.0
5350283.02,Rustic,Economic,Job Access,Community and Entertainment,after,0.0
5350284.00,Maple Leaf,Economic,Job Access,Community and Entertainment,after,113.0
5350285.00,Maple Leaf,Economic,Job Access,Community and Entertainment,after,56.0
5350286.00,Yorkdale-Glen Park,Economic,Job Access,Community and Entertainment,after,383.0
5350287.02,Englemount-Lawrence,Economic,Job Access,Community and Entertainment,after,402.0
5350287.03,Englemount-Lawrence,Economic,Job Access,Community and Entertainment,after,415.0
5350287.04,Englemount-Lawrence,Economic,Job Access,Community and Entertainment,after,357.0
5350288.00,Clanton Park,Economic,Job Access,Community and Entertainment,after,631.0
5350289.00,Downsview,Economic,Job Access,Community and Entertainment,after,633.0
5350290.01,Oakdale-Beverley Heights,Economic,Job Access,Community and Entertainment,after,69.0
5350290.02,Downsview,Economic,Job Access,Community and Entertainment,after,369.0
5350291.02,Oakdale-Beverley Heights,Economic,Job Access,Community and Entertainment,after,50.0
5350291.03,Downsview,Economic,Job Access,Community and Entertainment,after,50.0
5350291.04,Downsview,Economic,Job Access,Community and Entertainment,after,382.0
5350292.00,Oakdale-Beverley Heights,Economic,Job Access,Community and Entertainment,after,0.0
5350293.00,Pelmo Park-Humberlea,Economic,Job Access,Community and Entertainment,after,301.0
5350294.01,Oakdale-Beverley Heights,Economic,Job Access,Community and Entertainment,after,299.0
5350294.02,Glenfield-Jane Heights,Economic,Job Access,Community and Entertainment,after,98.0
5350295.00,Downsview,Economic,Job Access,Community and Entertainment,after,13.0
5350297.01,Bathurst Manor,Economic,Job Access,Community and Entertainment,after,665.0
5350297.02,Clanton Park,Economic,Job Access,Community and Entertainment,after,140.0
5350298.00,Lansing-Westgate,Economic,Job Access,Community and Entertainment,after,250.0
5350299.01,Lansing-Westgate,Economic,Job Access,Community and Entertainment,after,1337.0
5350299.02,Lansing-Westgate,Economic,Job Access,Community and Entertainment,after,1092.0
5350300.01,Avondale,Economic,Job Access,Community and Entertainment,after,2570.0
5350300.02,Avondale,Economic,Job Access,Community and Entertainment,after,1242.0
5350300.03,Avondale,Economic,Job Access,Community and Entertainment,after,922.0
5350301.01,Henry Farm,Economic,Job Access,Community and Entertainment,after,77.0
5350301.03,Henry Farm,Economic,Job Access,Community and Entertainment,after,696.0
5350301.04,Henry Farm,Economic,Job Access,Community and Entertainment,after,12.0
5350302.01,Pleasant View,Economic,Job Access,Community and Entertainment,after,128.0
5350302.02,Pleasant View,Economic,Job Access,Community and Entertainment,after,138.0
5350302.03,Pleasant View,Economic,Job Access,Community and Entertainment,after,57.0
5350303.00,Don Valley Village,Economic,Job Access,Community and Entertainment,after,18.0
5350304.01,Don Valley Village,Economic,Job Access,Community and Entertainment,after,304.0
5350304.02,Don Valley Village,Economic,Job Access,Community and Entertainment,after,7.0
5350304.03,Bayview Village,Economic,Job Access,Community and Entertainment,after,135.0
5350304.04,Don Valley Village,Economic,Job Access,Community and Entertainment,after,701.0
5350304.05,Don Valley Village,Economic,Job Access,Community and Entertainment,after,152.0
5350304.06,Don Valley Village,Economic,Job Access,Community and Entertainment,after,228.0
5350305.01,Bayview Village,Economic,Job Access,Community and Entertainment,after,12.0
5350305.03,Bayview Village,Economic,Job Access,Community and Entertainment,after,638.0
5350305.05,Bayview Village,Economic,Job Access,Community and Entertainment,after,766.0
5350305.06,Bayview Village,Economic,Job Access,Community and Entertainment,after,164.0
5350306.01,East Willowdale,Economic,Job Access,Community and Entertainment,after,380.0
5350306.02,East Willowdale,Economic,Job Access,Community and Entertainment,after,633.0
5350307.03,Yonge-Doris,Economic,Job Access,Community and Entertainment,after,1253.0
5350307.04,Yonge-Doris,Economic,Job Access,Community and Entertainment,after,1260.0
5350307.05,Yonge-Doris,Economic,Job Access,Community and Entertainment,after,1391.0
5350307.06,Yonge-Doris,Economic,Job Access,Community and Entertainment,after,940.0
5350307.07,East Willowdale,Economic,Job Access,Community and Entertainment,after,900.0
5350308.02,Willowdale West,Economic,Job Access,Community and Entertainment,after,176.0
5350308.03,Willowdale West,Economic,Job Access,Community and Entertainment,after,654.0
5350308.05,Willowdale West,Economic,Job Access,Community and Entertainment,after,864.0
5350308.06,Willowdale West,Economic,Job Access,Community and Entertainment,after,964.0
5350308.07,Willowdale West,Economic,Job Access,Community and Entertainment,after,1352.0
5350309.00,Westminster-Branson,Economic,Job Access,Community and Entertainment,after,130.0
5350310.01,Bathurst Manor,Economic,Job Access,Community and Entertainment,after,503.0
5350310.02,Bathurst Manor,Economic,Job Access,Community and Entertainment,after,1457.0
5350311.02,York University Heights,Economic,Job Access,Community and Entertainment,after,864.0
5350311.03,York University Heights,Economic,Job Access,Community and Entertainment,after,56.0
5350311.04,York University Heights,Economic,Job Access,Community and Entertainment,after,49.0
5350311.05,York University Heights,Economic,Job Access,Community and Entertainment,after,926.0
5350311.06,York University Heights,Economic,Job Access,Community and Entertainment,after,41.0
5350312.02,Glenfield-Jane Heights,Economic,Job Access,Community and Entertainment,after,89.0
5350312.03,Glenfield-Jane Heights,Economic,Job Access,Community and Entertainment,after,82.0
5350312.04,Glenfield-Jane Heights,Economic,Job Access,Community and Entertainment,after,120.0
5350312.05,Glenfield-Jane Heights,Economic,Job Access,Community and Entertainment,after,119.0
